order_id,order_date,customer_id,seller_id,order_status
745,28-02-2025,1153,27,Shipped
746,05-09-2023,8752,2,Pending
747,11-09-2025,980,19,Returned
748,23-03-2023,5954,26,Pending
749,27-05-2025,2033,7,Delivered
750,21-06-2024,1832,11,Cancelled
751,25-04-2025,5568,10,Delivered
752,15-09-2025,3443,17,Delivered
753,06-11-2024,1214,30,Pending
754,16-05-2024,4260,22,Shipped
755,29-06-2025,5418,29,Shipped
756,17-07-2024,586,9,Delivered
757,04-12-2025,4726,2,Delivered
758,29-01-2025,5943,19,Shipped
759,21-11-2023,4993,31,Pending
760,26-08-2024,2531,9,Delivered
761,21-08-2024,6296,17,Delivered
762,27-02-2023,3468,38,Shipped
763,31-10-2023,198,17,Cancelled
764,07-11-2025,8468,26,Pending
765,15-12-2023,5640,10,Cancelled
766,07-12-2025,6134,25,Pending
767,13-12-2023,8606,31,Delivered
768,18-09-2025,6224,1,Delivered
769,02-12-2024,3684,20,Delivered
770,04-04-2024,2460,18,Delivered
771,08-02-2024,5841,32,Pending
772,25-01-2023,8588,15,Delivered
773,14-01-2025,539,26,Delivered
774,05-11-2024,8314,5,Shipped
775,31-12-2025,8811,6,Delivered
776,03-07-2025,8568,16,Delivered
777,08-06-2024,2994,16,Delivered
778,23-07-2025,2908,3,Shipped
779,22-07-2024,1497,13,Delivered
780,29-09-2023,8562,20,Delivered
781,01-03-2024,3729,16,Pending
782,08-08-2025,1611,35,Delivered
783,15-10-2024,1197,13,Pending
784,27-08-2023,7241,6,Pending
785,09-02-2024,1637,35,Delivered
786,24-09-2025,4915,37,Delivered
787,30-05-2025,1828,29,Delivered
788,23-07-2025,9,17,Returned
789,08-07-2024,8071,12,Cancelled
790,04-11-2025,7919,33,Shipped
791,05-09-2024,4329,35,Delivered
792,29-11-2024,4511,36,Shipped
793,20-06-2025,1827,12,Pending
794,14-01-2023,5230,33,Pending
795,12-10-2025,2673,12,Delivered
796,03-06-2025,4992,7,Pending
797,02-12-2024,8825,12,Delivered
798,11-08-2023,3798,14,Shipped
799,24-10-2025,5004,21,Pending
800,30-07-2023,4917,40,Delivered
801,13-11-2023,5305,11,Delivered
802,22-03-2025,2815,11,Delivered
803,28-10-2024,8462,31,Returned
804,05-07-2024,3748,17,Pending
805,13-09-2024,6076,10,Shipped
806,14-11-2024,5799,21,Pending
807,22-09-2024,6969,37,Returned
808,04-05-2025,93,26,Delivered
809,17-04-2025,5794,9,Pending
810,15-07-2024,320,13,Delivered
811,08-06-2024,4830,24,Delivered
812,21-10-2024,7005,25,Cancelled
813,13-02-2024,3523,40,Pending
814,15-07-2024,1751,5,Delivered
815,25-11-2023,5333,31,Pending
816,05-04-2023,6391,32,Delivered
817,27-07-2024,6145,4,Delivered
818,25-04-2023,5615,18,Cancelled
819,16-06-2025,4657,8,Pending
820,03-10-2023,1213,21,Returned
821,07-11-2023,2465,38,Shipped
822,14-02-2024,1442,29,Delivered
823,02-11-2024,8956,17,Shipped
824,14-02-2023,2302,5,Cancelled
825,09-01-2025,7305,14,Delivered
826,19-10-2024,7674,15,Pending
827,11-01-2025,5457,13,Shipped
828,06-06-2024,380,9,Delivered
829,21-04-2025,7002,26,Pending
830,09-04-2023,8658,4,Cancelled
831,03-02-2023,7164,3,Cancelled
832,04-10-2025,4631,37,Cancelled
833,18-05-2023,1238,37,Delivered
834,19-08-2023,8713,11,Delivered
835,17-08-2025,3128,5,Returned
836,21-07-2024,7631,29,Delivered
837,07-11-2024,1197,12,Cancelled
838,18-07-2025,8647,28,Delivered
839,02-04-2025,4814,1,Returned
840,08-02-2023,140,15,Cancelled
841,24-05-2025,2466,17,Delivered
842,30-10-2024,8723,30,Delivered
843,27-12-2024,2501,13,Delivered
844,27-02-2024,5055,12,Delivered
845,23-02-2023,8740,39,Delivered
846,18-09-2023,8849,23,Delivered
847,01-11-2024,5167,15,Delivered
848,18-02-2024,4964,11,Returned
849,09-07-2024,3818,14,Cancelled
850,25-02-2023,2250,29,Delivered
851,07-02-2025,417,29,Delivered
852,18-02-2025,807,29,Pending
853,28-03-2025,3255,14,Returned
854,13-09-2023,1522,12,Delivered
855,30-11-2023,3435,8,Pending
856,03-01-2025,5192,27,Delivered
857,06-03-2024,1488,33,Cancelled
858,05-09-2025,4183,33,Delivered
859,24-07-2025,265,1,Returned
860,10-05-2025,6559,7,Cancelled
861,08-01-2025,5079,5,Returned
862,07-09-2024,3758,6,Returned
863,23-08-2025,260,18,Cancelled
864,03-04-2023,2306,16,Delivered
865,19-01-2023,2097,34,Delivered
866,15-10-2023,7698,3,Delivered
867,05-03-2024,4802,24,Returned
868,19-11-2023,6869,12,Delivered
869,28-11-2025,2481,12,Cancelled
870,13-08-2023,2661,2,Pending
871,22-02-2024,5015,26,Cancelled
872,27-06-2024,5261,2,Delivered
873,10-11-2024,467,31,Delivered
874,23-10-2023,6680,3,Returned
875,11-12-2025,2782,11,Delivered
876,31-01-2023,5713,15,Delivered
877,09-05-2025,1087,8,Pending
878,09-08-2025,6801,35,Pending
879,03-10-2023,12,20,Pending
880,19-08-2025,4209,9,Cancelled
881,18-01-2025,1580,31,Pending
882,06-02-2024,2062,15,Delivered
883,20-10-2023,3696,6,Delivered
884,07-04-2025,4626,40,Delivered
885,26-05-2024,3707,17,Delivered
886,08-09-2024,5385,30,Shipped
887,27-09-2023,5374,28,Cancelled
888,25-10-2023,561,25,Delivered
889,10-02-2024,2985,1,Delivered
890,11-03-2023,3897,11,Returned
891,22-10-2024,192,37,Pending
892,17-09-2025,5635,13,Returned
893,14-07-2025,3520,30,Shipped
894,19-06-2025,1931,18,Cancelled
895,21-11-2024,3053,17,Cancelled
896,25-09-2025,8994,30,Delivered
897,02-12-2024,8505,17,Delivered
898,18-01-2025,6989,2,Delivered
899,13-07-2023,3722,30,Delivered
900,04-09-2023,9019,19,Delivered
901,12-12-2024,5031,29,Returned
902,19-06-2023,8270,12,Returned
903,12-11-2025,3193,10,Delivered
904,04-02-2023,3256,23,Delivered
905,22-12-2025,8603,4,Cancelled
906,16-04-2024,8698,11,Cancelled
907,22-11-2023,1641,11,Delivered
908,08-11-2023,8861,40,Returned
909,19-02-2024,4562,4,Returned
910,30-08-2024,6387,34,Returned
911,02-09-2025,7668,21,Delivered
912,06-09-2024,6,5,Shipped
913,30-09-2024,3421,40,Delivered
914,02-05-2023,6724,9,Delivered
915,11-09-2025,2626,16,Returned
916,23-11-2023,6866,26,Delivered
917,24-05-2024,5742,5,Delivered
918,19-07-2024,2301,26,Delivered
919,07-11-2023,3373,29,Delivered
920,18-07-2024,5366,1,Delivered
921,02-12-2025,5099,34,Delivered
922,22-08-2025,3805,29,Shipped
923,13-09-2023,8868,40,Pending
924,11-11-2023,1154,22,Shipped
925,25-03-2023,6251,17,Delivered
926,13-08-2025,6979,38,Delivered
927,24-09-2025,4770,15,Delivered
928,01-07-2023,5941,16,Pending
929,04-06-2025,6909,4,Delivered
930,27-07-2024,4520,17,Cancelled
931,09-05-2025,4117,23,Delivered
932,27-01-2023,1657,32,Delivered
933,10-10-2025,3628,38,Returned
934,28-06-2024,1704,32,Returned
935,28-11-2025,6269,3,Delivered
936,21-07-2023,1556,8,Delivered
937,08-01-2025,6912,26,Delivered
938,12-12-2024,7213,30,Delivered
939,27-03-2025,7075,2,Delivered
940,06-01-2024,396,22,Delivered
941,21-08-2024,6753,2,Pending
942,03-06-2024,5876,23,Cancelled
943,24-05-2024,4533,29,Delivered
944,26-10-2024,7508,17,Delivered
945,04-03-2024,8967,21,Returned
946,14-12-2024,2819,32,Delivered
947,14-11-2024,5764,40,Delivered
948,10-10-2024,5011,7,Delivered
949,11-04-2025,5127,40,Pending
950,17-01-2024,6271,13,Shipped
951,21-09-2025,5745,22,Pending
952,10-01-2025,2609,11,Cancelled
953,02-02-2023,1827,13,Shipped
954,02-11-2025,4854,36,Delivered
955,26-03-2025,1245,13,Delivered
956,05-07-2023,6630,17,Delivered
957,27-11-2024,8730,23,Returned
958,30-09-2023,6312,7,Shipped
959,18-06-2023,5306,15,Pending
960,25-03-2023,4029,36,Delivered
961,14-07-2024,432,32,Delivered
962,24-03-2024,4020,15,Pending
963,18-03-2024,2382,1,Shipped
964,14-05-2024,341,40,Pending
965,17-06-2025,6792,36,Delivered
966,24-04-2025,3049,34,Returned
967,03-03-2025,4285,24,Shipped
968,02-06-2025,6066,24,Delivered
969,17-10-2024,8854,23,Delivered
970,03-10-2023,5271,16,Delivered
971,17-07-2023,8315,31,Cancelled
972,03-08-2023,3733,23,Delivered
973,10-08-2025,4410,37,Delivered
974,31-07-2025,7175,32,Returned
975,13-05-2023,2808,2,Pending
976,28-04-2023,5696,31,Delivered
977,11-05-2023,5807,5,Shipped
978,31-05-2024,452,39,Pending
979,01-06-2025,2185,26,Delivered
980,14-07-2025,5077,35,Shipped
981,07-11-2024,3811,37,Returned
982,23-10-2023,8842,38,Cancelled
983,14-01-2023,868,23,Delivered
984,26-05-2023,1043,34,Returned
985,27-11-2023,3189,16,Delivered
986,07-01-2024,484,32,Delivered
987,10-11-2024,1460,7,Returned
988,04-03-2025,6678,25,Pending
989,11-10-2023,5625,12,Delivered
990,29-09-2024,5819,12,Returned
991,31-05-2024,8187,6,Delivered
992,17-06-2024,6577,13,Delivered
993,20-12-2024,1337,22,Pending
994,12-07-2023,8584,17,Delivered
995,05-05-2023,970,24,Delivered
996,12-12-2023,29,34,Delivered
997,10-01-2023,5356,25,Shipped
998,26-02-2023,6142,5,Delivered
999,22-01-2024,8163,12,Delivered
1000,08-12-2024,1589,10,Cancelled
1001,29-12-2023,7221,12,Delivered
1002,30-06-2025,498,40,Delivered
1003,04-09-2023,5107,19,Delivered
1004,15-12-2024,2956,38,Delivered
1005,24-07-2023,8154,13,Delivered
1006,21-11-2024,7450,36,Returned
1007,06-07-2025,1907,36,Delivered
1008,23-11-2024,4035,24,Delivered
1009,05-05-2024,8041,13,Returned
1010,27-03-2023,5871,4,Pending
1011,22-07-2023,8518,6,Cancelled
1012,15-12-2025,8716,34,Returned
1013,16-02-2024,4630,21,Delivered
1014,06-07-2025,3245,19,Returned
1015,07-04-2025,7130,25,Delivered
1016,01-10-2025,391,32,Delivered
1017,20-10-2024,7932,40,Returned
1018,18-09-2024,8153,19,Delivered
1019,16-12-2025,683,13,Delivered
1020,20-09-2024,8894,12,Cancelled
1021,09-04-2023,8754,2,Delivered
1022,12-09-2024,6307,13,Cancelled
1023,18-04-2023,7108,33,Delivered
1024,07-11-2025,6076,3,Delivered
1025,22-07-2023,7492,12,Delivered
1026,17-10-2024,1196,14,Pending
1027,28-02-2024,256,3,Returned
1028,26-02-2024,1906,19,Delivered
1029,07-05-2024,5420,12,Returned
1030,12-04-2024,6092,26,Delivered
1031,16-11-2023,2322,39,Delivered
1032,12-06-2024,6928,37,Shipped
1033,24-02-2024,4467,27,Delivered
1034,01-05-2025,6778,25,Shipped
1035,24-01-2024,7999,17,Delivered
1036,20-03-2025,685,29,Delivered
1037,01-04-2024,1156,8,Delivered
1038,22-11-2023,8005,5,Delivered
1039,01-11-2024,2743,17,Returned
1040,06-08-2024,8787,19,Shipped
1041,19-06-2024,1778,8,Returned
1042,18-02-2024,1418,36,Pending
1043,16-02-2024,2083,34,Delivered
1044,18-08-2025,7845,7,Delivered
1045,13-04-2024,624,25,Delivered
1046,21-06-2023,1105,16,Returned
1047,29-01-2025,7178,10,Pending
1048,26-03-2023,8252,13,Delivered
1049,13-10-2024,717,37,Delivered
1050,09-11-2023,5593,17,Delivered
1051,18-12-2024,7570,13,Delivered
1052,12-03-2025,6227,10,Shipped
1053,01-11-2025,1043,15,Delivered
1054,03-02-2024,5504,29,Delivered
1055,21-06-2025,1137,16,Shipped
1056,26-11-2023,2349,36,Cancelled
1057,27-04-2023,1825,5,Returned
1058,26-11-2025,8754,2,Delivered
1059,20-10-2024,6069,3,Delivered
1060,01-08-2023,3829,1,Returned
1061,08-01-2023,958,25,Delivered
1062,04-04-2024,577,37,Delivered
1063,10-02-2023,7806,37,Returned
1064,01-08-2024,6337,29,Delivered
1065,01-10-2025,4097,23,Pending
1066,08-09-2025,2510,30,Cancelled
1067,03-04-2024,2366,19,Delivered
1068,06-03-2025,4215,11,Cancelled
1069,12-02-2023,7074,20,Delivered
1070,29-03-2023,7536,27,Delivered
1071,03-04-2025,2049,23,Delivered
1072,11-04-2025,6900,27,Pending
1073,15-07-2025,7273,25,Pending
1074,14-01-2025,5535,21,Returned
1075,30-09-2023,8683,14,Delivered
1076,20-03-2024,3129,37,Delivered
1077,14-01-2025,7592,36,Returned
1078,06-02-2025,5029,14,Returned
1079,17-10-2023,7705,7,Pending
1080,07-09-2024,6753,4,Delivered
1081,20-03-2024,5533,36,Delivered
1082,26-02-2025,8479,28,Delivered
1083,26-06-2025,391,14,Returned
1084,19-12-2023,4479,37,Delivered
1085,03-04-2025,3241,10,Returned
1086,10-10-2024,7678,16,Delivered
1087,23-09-2025,5181,40,Delivered
1088,18-07-2023,1071,6,Delivered
1089,18-01-2023,865,22,Delivered
1090,03-10-2024,5845,13,Delivered
1091,12-03-2024,5040,5,Cancelled
1092,08-10-2024,7318,31,Cancelled
1093,25-12-2023,4748,20,Delivered
1094,24-11-2023,2491,11,Returned
1095,31-08-2023,8722,40,Returned
1096,21-11-2023,9050,31,Shipped
1097,25-05-2024,1858,10,Pending
1098,18-07-2023,646,9,Returned
1099,26-08-2025,6216,31,Delivered
1100,10-02-2023,5938,29,Delivered
1101,05-07-2025,326,32,Cancelled
1102,26-11-2024,1393,24,Delivered
1103,29-12-2023,2211,40,Shipped
1104,17-03-2025,2450,8,Delivered
1105,18-10-2024,4790,6,Cancelled
1106,10-10-2025,262,40,Returned
1107,13-12-2023,5984,17,Delivered
1108,17-11-2025,4592,34,Delivered
1109,29-09-2025,5220,11,Delivered
1110,04-05-2024,5024,17,Pending
1111,05-06-2025,5530,3,Shipped
1112,27-07-2025,1315,22,Delivered
1113,25-09-2023,175,37,Delivered
1114,11-09-2024,6237,13,Pending
1115,17-02-2025,6364,3,Shipped
1116,07-02-2025,5500,24,Returned
1117,13-04-2025,5606,9,Cancelled
1118,19-06-2024,3161,32,Shipped
1119,30-06-2024,1365,29,Delivered
1120,14-10-2024,8337,8,Delivered
1121,21-09-2023,1754,16,Delivered
1122,29-12-2023,6118,5,Delivered
1123,30-04-2024,1432,5,Delivered
1124,28-01-2023,5590,40,Delivered
1125,16-11-2023,7550,22,Delivered
1126,07-09-2023,921,9,Delivered
1127,16-06-2023,3041,6,Delivered
1128,08-01-2023,7094,15,Delivered
1129,13-04-2023,1302,25,Cancelled
1130,20-12-2025,3157,31,Delivered
1131,11-10-2025,3049,31,Shipped
1132,06-05-2023,7251,12,Delivered
1133,12-06-2023,2882,13,Shipped
1134,22-10-2023,8881,37,Delivered
1135,11-09-2023,1242,13,Delivered
1136,20-10-2024,3731,11,Returned
1137,30-08-2024,6755,33,Shipped
1138,22-03-2024,6989,17,Cancelled
1139,08-05-2024,8693,1,Shipped
1140,30-07-2024,2643,5,Delivered
1141,09-05-2023,8093,23,Delivered
1142,30-05-2025,1310,29,Delivered
1143,30-06-2023,5217,38,Cancelled
1144,15-05-2023,4300,21,Pending
1145,03-01-2025,7872,24,Pending
1146,06-09-2024,8014,21,Delivered
1147,12-04-2024,2795,3,Cancelled
1148,19-04-2025,7618,30,Cancelled
1149,05-04-2025,7597,30,Pending
1150,09-11-2023,2328,25,Returned
1151,20-02-2023,2285,21,Returned
1152,02-11-2023,6545,24,Delivered
1153,08-06-2025,2831,10,Delivered
1154,20-03-2024,1554,2,Returned
1155,25-08-2025,2456,18,Cancelled
1156,10-02-2024,356,32,Returned
1157,21-11-2023,4973,36,Shipped
1158,11-04-2024,3113,32,Pending
1159,05-06-2025,7129,11,Pending
1160,03-05-2023,5790,7,Delivered
1161,24-10-2024,7811,39,Shipped
1162,17-10-2023,3853,34,Pending
1163,19-03-2024,6822,32,Delivered
1164,22-09-2024,2599,22,Shipped
1165,28-05-2025,1997,39,Delivered
1166,20-12-2025,4619,22,Cancelled
1167,20-09-2023,6055,37,Pending
1168,10-05-2023,291,29,Cancelled
1169,04-05-2025,4033,14,Cancelled
1170,23-04-2024,5121,31,Shipped
1171,28-11-2024,5425,13,Delivered
1172,21-10-2024,3751,38,Delivered
1173,25-05-2024,8006,37,Pending
1174,09-02-2023,5136,33,Delivered
1175,25-02-2025,2431,40,Cancelled
1176,16-06-2023,8671,32,Pending
1177,28-06-2024,1097,29,Returned
1178,31-01-2024,4526,10,Cancelled
1179,01-05-2023,7762,16,Delivered
1180,07-01-2023,5362,23,Pending
1181,27-10-2023,4469,21,Pending
1182,05-10-2024,8787,13,Delivered
1183,04-09-2023,4844,4,Delivered
1184,08-12-2025,8260,19,Delivered
1185,09-02-2025,6931,1,Shipped
1186,18-06-2024,3347,10,Shipped
1187,21-02-2023,473,27,Delivered
1188,24-01-2025,7618,10,Pending
1189,21-02-2025,2572,39,Pending
1190,05-10-2024,1766,18,Pending
1191,19-07-2024,3241,39,Pending
1192,06-08-2024,2669,38,Delivered
1193,23-10-2024,278,8,Delivered
1194,30-10-2024,7817,24,Delivered
1195,07-10-2024,6145,36,Delivered
1196,08-06-2025,5307,26,Delivered
1197,30-10-2024,566,19,Cancelled
1198,22-03-2023,8384,4,Delivered
1199,14-10-2025,1047,5,Delivered
1200,07-11-2023,1676,34,Delivered
1201,26-04-2024,1506,24,Cancelled
1202,23-11-2024,1330,27,Cancelled
1203,23-05-2023,8069,26,Delivered
1204,10-12-2025,6822,26,Delivered
1205,03-07-2023,3396,29,Delivered
1206,25-08-2023,4273,15,Delivered
1207,26-04-2023,397,4,Delivered
1208,07-09-2025,695,3,Delivered
1209,21-04-2024,2501,9,Cancelled
1210,23-10-2024,6350,26,Delivered
1211,10-11-2025,4746,32,Delivered
1212,29-04-2025,9012,5,Delivered
1213,14-02-2024,590,14,Delivered
1214,03-10-2025,118,23,Delivered
1215,23-01-2025,8342,11,Returned
1216,11-03-2024,2495,35,Delivered
1217,30-07-2024,4353,36,Cancelled
1218,12-11-2025,6364,11,Delivered
1219,08-06-2024,5481,13,Cancelled
1220,17-06-2024,6433,8,Shipped
1221,13-07-2025,473,29,Returned
1222,24-02-2024,3029,8,Delivered
1223,04-03-2025,1749,14,Delivered
1224,03-09-2024,3512,38,Shipped
1225,09-01-2025,7599,4,Delivered
1226,31-05-2024,3553,33,Delivered
1227,26-09-2024,203,14,Delivered
1228,14-11-2024,3381,32,Returned
1229,01-11-2024,7502,26,Delivered
1230,03-10-2025,7868,36,Shipped
1231,23-05-2024,1273,40,Delivered
1232,01-01-2023,512,40,Delivered
1233,23-01-2023,4494,1,Shipped
1234,30-06-2025,6250,37,Delivered
1235,19-07-2023,878,24,Delivered
1236,26-01-2024,6934,24,Delivered
1237,27-07-2024,6841,2,Shipped
1238,13-03-2023,1968,20,Delivered
1239,22-06-2024,7487,14,Delivered
1240,04-03-2023,7808,12,Delivered
1241,19-08-2023,1411,16,Pending
1242,13-07-2024,4425,2,Pending
1243,10-05-2023,2512,14,Delivered
1244,25-03-2025,6184,2,Delivered
1245,15-10-2025,7086,30,Returned
1246,25-12-2023,218,37,Delivered
1247,10-05-2023,4602,19,Pending
1248,20-02-2024,4380,2,Shipped
1249,21-01-2024,3848,29,Delivered
1250,01-04-2023,7133,36,Pending
1251,19-04-2024,775,19,Cancelled
1252,01-07-2023,6018,30,Pending
1253,02-12-2023,6116,24,Delivered
1254,18-10-2024,5682,27,Delivered
1255,02-04-2025,6097,30,Cancelled
1256,21-08-2024,2419,32,Returned
1257,07-01-2025,7074,6,Shipped
1258,09-10-2023,5453,23,Pending
1259,12-07-2025,8835,11,Delivered
1260,04-12-2024,8297,10,Cancelled
1261,23-11-2023,2286,14,Returned
1262,17-06-2023,6865,8,Delivered
1263,30-11-2025,1701,37,Delivered
1264,05-06-2024,9019,11,Delivered
1265,16-11-2024,8015,8,Cancelled
1266,03-02-2025,8986,26,Returned
1267,24-03-2024,5753,27,Delivered
1268,07-04-2024,7433,10,Delivered
1269,02-01-2023,8266,7,Pending
1270,23-10-2023,1184,20,Delivered
1271,11-04-2025,4963,14,Delivered
1272,27-01-2024,386,2,Delivered
1273,28-08-2024,1984,14,Delivered
1274,27-05-2023,1099,17,Pending
1275,01-09-2023,6913,23,Returned
1276,22-01-2023,4919,22,Returned
1277,06-02-2025,3416,20,Returned
1278,06-09-2025,687,32,Delivered
1279,20-10-2025,5237,23,Delivered
1280,07-06-2024,7760,25,Delivered
1281,15-05-2025,5752,32,Delivered
1282,17-02-2025,634,32,Delivered
1283,30-08-2025,4132,35,Delivered
1284,19-06-2023,4021,7,Pending
1285,16-02-2025,5528,16,Pending
1286,12-03-2023,5290,20,Pending
1287,19-03-2024,6728,7,Delivered
1288,20-09-2023,463,33,Pending
1289,22-05-2023,8226,12,Pending
1290,16-07-2024,6360,35,Delivered
1291,02-06-2024,1928,34,Pending
1292,23-12-2023,7402,19,Delivered
1293,23-03-2023,4757,39,Cancelled
1294,23-05-2025,1797,10,Delivered
1295,12-02-2024,7900,32,Delivered
1296,12-01-2023,6346,12,Returned
1297,31-03-2023,4953,12,Delivered
1298,27-11-2024,8084,15,Pending
1299,26-08-2023,1664,11,Delivered
1300,28-09-2023,388,29,Pending
1301,20-01-2025,7045,2,Cancelled
1302,06-08-2023,6859,31,Delivered
1303,25-07-2024,7149,36,Returned
1304,18-05-2023,1068,6,Shipped
1305,02-01-2025,7777,26,Delivered
1306,09-10-2023,1983,2,Delivered
1307,26-06-2023,3061,13,Pending
1308,03-02-2025,4310,31,Delivered
1309,15-01-2024,6771,8,Delivered
1310,20-04-2024,3317,10,Shipped
1311,30-09-2023,6402,1,Cancelled
1312,03-05-2023,8360,1,Delivered
1313,10-12-2025,4357,38,Delivered
1314,13-09-2024,2246,21,Delivered
1315,10-09-2025,3499,13,Pending
1316,06-09-2025,7844,14,Delivered
1317,20-12-2023,6355,36,Delivered
1318,27-10-2023,2081,33,Delivered
1319,20-05-2023,7827,33,Delivered
1320,04-12-2023,4048,27,Cancelled
1321,06-04-2024,4301,27,Delivered
1322,03-06-2025,704,21,Returned
1323,26-02-2023,3156,24,Returned
1324,10-07-2025,3682,9,Pending
1325,09-11-2025,6661,11,Delivered
1326,03-12-2025,4713,32,Delivered
1327,05-06-2025,507,27,Delivered
1328,23-06-2023,2385,3,Cancelled
1329,22-07-2024,6444,18,Pending
1330,30-11-2024,4973,35,Cancelled
1331,23-09-2024,7700,33,Pending
1332,01-03-2025,2249,31,Cancelled
1333,06-07-2023,8023,22,Delivered
1334,30-05-2024,4395,18,Shipped
1335,17-11-2025,3733,21,Cancelled
1336,05-05-2024,3134,23,Shipped
1337,28-01-2024,5489,34,Returned
1338,24-07-2024,4324,39,Returned
1339,21-01-2024,2282,19,Delivered
1340,10-01-2025,8893,36,Cancelled
1341,23-02-2024,7581,38,Delivered
1342,29-08-2023,4776,16,Delivered
1343,21-11-2024,3000,32,Cancelled
1344,18-05-2024,6417,31,Shipped
1345,29-07-2025,8805,22,Delivered
1346,05-06-2024,1181,17,Delivered
1347,10-02-2025,9023,26,Delivered
1348,17-05-2023,3096,17,Pending
1349,20-07-2025,9022,38,Shipped
1350,12-11-2025,6890,13,Shipped
1351,15-04-2023,7008,32,Delivered
1352,02-09-2025,7163,25,Cancelled
1353,02-09-2023,2290,12,Delivered
1354,10-01-2025,893,3,Delivered
1355,22-07-2024,1761,36,Shipped
1356,18-09-2023,1572,28,Delivered
1357,23-03-2023,982,1,Delivered
1358,22-11-2024,4542,19,Returned
1359,07-05-2024,3777,15,Shipped
1360,25-12-2024,3873,10,Delivered
1361,10-10-2024,3603,11,Returned
1362,21-02-2024,8876,40,Delivered
1363,25-11-2023,1494,37,Shipped
1364,22-09-2025,2041,7,Delivered
1365,12-04-2025,3621,16,Pending
1366,06-12-2023,2844,15,Shipped
1367,08-08-2023,52,16,Shipped
1368,10-06-2025,6336,29,Delivered
1369,20-04-2024,1645,6,Returned
1370,28-06-2025,7251,10,Returned
1371,17-02-2025,378,35,Shipped
1372,25-02-2024,8054,28,Cancelled
1373,21-10-2024,340,32,Returned
1374,24-06-2025,3367,24,Delivered
1375,08-06-2023,6188,11,Returned
1376,29-02-2024,3571,21,Cancelled
1377,09-04-2025,4492,16,Shipped
1378,17-04-2024,6217,39,Pending
1379,19-02-2023,3999,5,Pending
1380,14-02-2023,6372,37,Cancelled
1381,06-01-2025,6242,2,Pending
1382,12-06-2025,7297,28,Delivered
1383,14-06-2025,4177,23,Delivered
1384,05-07-2024,6007,17,Pending
1385,20-11-2023,2762,15,Delivered
1386,16-03-2023,6250,24,Delivered
1387,13-04-2024,1475,11,Delivered
1388,13-04-2023,4103,6,Shipped
1389,16-07-2025,2442,19,Delivered
1390,11-06-2025,4564,12,Delivered
1391,18-04-2025,5106,11,Delivered
1392,19-04-2024,1512,40,Delivered
1393,27-12-2023,4723,36,Pending
1394,16-05-2025,2752,16,Delivered
1395,05-02-2024,1263,5,Delivered
1396,05-07-2024,2929,35,Delivered
1397,05-08-2025,6045,12,Delivered
1398,28-12-2025,3061,16,Delivered
1399,28-10-2024,2815,18,Delivered
1400,22-10-2025,8266,4,Returned
1401,04-10-2023,2737,4,Pending
1402,16-11-2023,2168,16,Cancelled
1403,25-07-2024,7577,16,Pending
1404,25-12-2023,1801,16,Delivered
1405,28-03-2023,1099,25,Delivered
1406,02-01-2023,4706,30,Pending
1407,19-03-2025,9017,35,Returned
1408,11-12-2025,7646,34,Cancelled
1409,09-04-2025,4120,34,Returned
1410,08-12-2023,8244,32,Delivered
1411,16-03-2023,3390,5,Cancelled
1412,03-09-2024,1893,39,Returned
1413,22-02-2025,6160,20,Cancelled
1414,18-02-2023,5154,32,Delivered
1415,02-02-2023,3532,28,Delivered
1416,10-07-2025,2292,20,Returned
1417,15-05-2024,2332,2,Delivered
1418,18-06-2025,4144,32,Returned
1419,13-08-2025,7622,24,Delivered
1420,06-08-2025,2137,27,Delivered
1421,17-05-2024,2385,7,Shipped
1422,05-02-2025,871,23,Pending
1423,02-03-2025,7101,5,Shipped
1424,27-12-2024,8398,36,Pending
1425,24-03-2023,7856,5,Cancelled
1426,09-11-2024,3170,20,Delivered
1427,23-01-2023,1660,10,Shipped
1428,03-05-2023,405,33,Delivered
1429,03-12-2025,6083,2,Pending
1430,06-04-2025,5473,40,Pending
1431,11-12-2024,5351,19,Cancelled
1432,15-04-2023,8471,38,Delivered
1433,16-06-2025,7988,28,Delivered
1434,02-11-2025,1103,10,Returned
1435,07-11-2024,7207,18,Delivered
1436,19-10-2023,3217,6,Returned
1437,18-07-2024,6462,15,Delivered
1438,01-04-2023,4963,1,Delivered
1439,03-02-2024,6855,37,Delivered
1440,05-05-2025,2485,28,Shipped
1441,07-03-2024,10,5,Delivered
1442,18-03-2023,4351,31,Delivered
1443,24-03-2024,7673,11,Pending
1444,22-08-2023,1311,30,Cancelled
1445,01-02-2025,7683,17,Cancelled
1446,30-10-2024,8630,10,Shipped
1447,17-05-2024,3707,2,Returned
1448,16-09-2025,4460,22,Shipped
1449,18-10-2025,6631,4,Shipped
1450,11-06-2024,1745,10,Delivered
1451,24-03-2024,4076,30,Delivered
1452,21-07-2023,8884,33,Cancelled
1453,25-04-2025,6552,27,Cancelled
1454,04-09-2024,1330,16,Delivered
1455,12-09-2025,1087,21,Delivered
1456,11-06-2025,6651,28,Delivered
1457,28-04-2025,7753,2,Cancelled
1458,28-01-2025,1938,20,Delivered
1459,23-09-2025,8059,26,Delivered
1460,10-04-2025,7047,16,Shipped
1461,13-05-2024,2702,22,Delivered
1462,31-10-2024,6175,6,Delivered
1463,18-06-2023,1349,1,Delivered
1464,27-05-2025,8072,6,Delivered
