shipping_id,order_id,shipping_date,return_date,shipping_provider,shipping_status
623,623,30-09-2024,,Bluedart,In Transit
624,624,,,,Cancelled
625,625,28-04-2025,,Amazon Logistics,In Transit
626,626,16-02-2024,,DTDC,In Transit
627,627,23-06-2025,,India Post,Pending
628,628,01-01-2025,,Delhivery,Pending
629,629,17-12-2023,29-12-2023,Xpressbees,Returned
630,630,16-11-2023,,Ekart,Delivered
631,631,09-06-2025,,DTDC,Delivered
632,632,05-12-2024,,India Post,In Transit
633,633,08-07-2023,,Amazon Logistics,In Transit
634,634,25-03-2024,,Ekart,Delivered
635,635,30-08-2023,,Xpressbees,Pending
636,636,,,,Cancelled
637,637,02-02-2025,,Xpressbees,Delivered
638,638,25-10-2024,,Amazon Logistics,Delivered
639,639,,,,Cancelled
640,640,,,,Cancelled
641,641,24-09-2024,,Xpressbees,Delivered
642,642,15-02-2023,,Amazon Logistics,Pending
643,643,10-06-2025,,India Post,Delivered
644,644,,,,Cancelled
645,645,18-09-2025,,Delhivery,Delivered
646,646,26-04-2024,29-04-2024,Amazon Logistics,Returned
647,647,24-05-2025,03-06-2025,Ekart,Returned
648,648,02-03-2023,,Bluedart,Delivered
649,649,08-09-2024,,India Post,Delivered
650,650,28-09-2023,,Delhivery,Delivered
651,651,29-09-2024,,DTDC,Pending
652,652,24-03-2025,,Bluedart,Delivered
653,653,03-11-2023,,India Post,In Transit
654,654,25-09-2024,,India Post,Delivered
655,655,23-02-2024,,DTDC,Delivered
656,656,13-11-2023,,Xpressbees,Pending
657,657,28-11-2023,,Bluedart,Pending
658,658,22-03-2025,28-03-2025,Bluedart,Returned
659,659,11-08-2025,26-08-2025,Ekart,Returned
660,660,25-09-2023,09-10-2023,Bluedart,Returned
661,661,01-11-2024,05-11-2024,Delhivery,Returned
662,662,31-12-2025,,Amazon Logistics,Pending
663,663,26-02-2023,,Ekart,Delivered
664,664,,,,Cancelled
665,665,25-10-2025,06-11-2025,DTDC,Returned
666,666,12-06-2023,,Amazon Logistics,Pending
667,667,23-01-2024,,Amazon Logistics,In Transit
668,668,13-06-2025,18-06-2025,Ekart,Returned
669,669,07-01-2024,,Bluedart,In Transit
670,670,04-10-2024,,Bluedart,Delivered
671,671,19-06-2024,,Xpressbees,Delivered
672,672,30-03-2025,,India Post,Pending
673,673,22-06-2023,06-07-2023,Ekart,Returned
674,674,27-01-2023,,Delhivery,Delivered
675,675,06-11-2025,,DTDC,Delivered
676,676,24-09-2025,,Xpressbees,Delivered
677,677,17-09-2024,,Xpressbees,Delivered
678,678,12-07-2025,,Ekart,Pending
679,679,21-11-2024,,Delhivery,Delivered
680,680,04-01-2024,18-01-2024,DTDC,Returned
681,681,,,,Cancelled
682,682,15-06-2024,,Delhivery,Pending
683,683,10-06-2025,,Delhivery,In Transit
684,684,28-03-2023,,Delhivery,Pending
685,685,,,,Cancelled
686,686,03-06-2024,,Bluedart,In Transit
687,687,23-02-2023,,Xpressbees,Delivered
688,688,28-08-2024,,Delhivery,Delivered
689,689,07-07-2025,,Delhivery,Delivered
690,690,19-08-2023,03-09-2023,DTDC,Returned
691,691,29-05-2024,,Ekart,Delivered
692,692,18-09-2023,01-10-2023,Delhivery,Returned
693,693,19-07-2024,,Xpressbees,Delivered
694,694,13-12-2025,,Ekart,Delivered
695,695,04-11-2024,,DTDC,Delivered
696,696,01-08-2023,,DTDC,Delivered
697,697,24-11-2024,29-11-2024,Xpressbees,Returned
698,698,18-02-2023,,Delhivery,Delivered
699,699,09-06-2025,,India Post,In Transit
700,700,15-09-2024,,Amazon Logistics,Delivered
701,701,14-04-2023,,Bluedart,Pending
702,702,17-03-2024,,Amazon Logistics,Delivered
703,703,21-07-2024,25-07-2024,Delhivery,Returned
704,704,12-01-2024,,DTDC,Delivered
705,705,17-04-2025,21-04-2025,Amazon Logistics,Returned
706,706,27-09-2023,,Ekart,Pending
707,707,18-10-2024,,Delhivery,Delivered
708,708,10-02-2023,,Delhivery,Delivered
709,709,14-08-2024,26-08-2024,India Post,Returned
710,710,05-11-2024,,India Post,Pending
711,711,,,,Cancelled
712,712,14-12-2024,,India Post,Pending
713,713,23-10-2025,,DTDC,Delivered
714,714,13-03-2025,,Ekart,Delivered
715,715,,,,Cancelled
716,716,,,,Cancelled
717,717,19-09-2024,,Bluedart,Pending
718,718,17-08-2025,,Bluedart,Delivered
719,719,26-12-2024,,Delhivery,Delivered
720,720,06-08-2024,20-08-2024,Xpressbees,Returned
721,721,28-09-2023,,Amazon Logistics,Delivered
722,722,20-07-2023,,India Post,Delivered
723,723,18-08-2023,,India Post,Delivered
724,724,,,,Cancelled
725,725,23-03-2024,,DTDC,In Transit
726,726,,,,Cancelled
727,727,27-10-2025,09-11-2025,Delhivery,Returned
728,728,10-04-2024,,India Post,Pending
729,729,11-08-2024,,Ekart,Delivered
730,730,,,,Cancelled
731,731,10-08-2025,14-08-2025,Bluedart,Returned
732,732,09-05-2025,,Bluedart,Delivered
733,733,04-03-2023,,Delhivery,Delivered
734,734,22-04-2025,,India Post,Delivered
735,735,,,,Cancelled
736,736,17-02-2023,,Amazon Logistics,Delivered
737,737,29-11-2023,,Amazon Logistics,Delivered
738,738,,,,Cancelled
739,739,30-09-2023,,Ekart,Delivered
740,740,02-03-2024,,Amazon Logistics,Delivered
741,741,01-07-2025,,Bluedart,Pending
742,742,,,,Cancelled
743,743,26-11-2023,,DTDC,Delivered
744,744,17-01-2023,,Ekart,Pending
745,745,02-03-2025,,Delhivery,In Transit
746,746,10-09-2023,,India Post,Pending
747,747,13-09-2025,17-09-2025,Delhivery,Returned
748,748,24-03-2023,,Delhivery,Pending
749,749,31-05-2025,,DTDC,Delivered
750,750,,,,Cancelled
751,751,28-04-2025,,Bluedart,Delivered
752,752,20-09-2025,,Ekart,Delivered
753,753,11-11-2024,,Ekart,Pending
754,754,17-05-2024,,Ekart,In Transit
755,755,30-06-2025,,Bluedart,In Transit
756,756,20-07-2024,,India Post,Delivered
757,757,09-12-2025,,Bluedart,Delivered
758,758,01-02-2025,,India Post,In Transit
759,759,26-11-2023,,India Post,Pending
760,760,31-08-2024,,Amazon Logistics,Delivered
761,761,22-08-2024,,Delhivery,Delivered
762,762,02-03-2023,,DTDC,In Transit
763,763,,,,Cancelled
764,764,10-11-2025,,Ekart,Pending
765,765,,,,Cancelled
766,766,11-12-2025,,Bluedart,Pending
767,767,18-12-2023,,Ekart,Delivered
768,768,21-09-2025,,Bluedart,Delivered
769,769,04-12-2024,,Xpressbees,Delivered
770,770,05-04-2024,,Ekart,Delivered
771,771,09-02-2024,,Xpressbees,Pending
772,772,27-01-2023,,Amazon Logistics,Delivered
773,773,19-01-2025,,DTDC,Delivered
774,774,07-11-2024,,DTDC,In Transit
775,775,04-01-2026,,India Post,Delivered
776,776,08-07-2025,,India Post,Delivered
777,777,12-06-2024,,DTDC,Delivered
778,778,26-07-2025,,Bluedart,In Transit
779,779,26-07-2024,,Ekart,Delivered
780,780,02-10-2023,,Amazon Logistics,Delivered
781,781,04-03-2024,,Bluedart,Pending
782,782,12-08-2025,,India Post,Delivered
783,783,19-10-2024,,Xpressbees,Pending
784,784,29-08-2023,,Amazon Logistics,Pending
785,785,14-02-2024,,Ekart,Delivered
786,786,27-09-2025,,Amazon Logistics,Delivered
787,787,03-06-2025,,Ekart,Delivered
788,788,28-07-2025,09-08-2025,Amazon Logistics,Returned
789,789,,,,Cancelled
790,790,09-11-2025,,Delhivery,In Transit
791,791,09-09-2024,,DTDC,Delivered
792,792,02-12-2024,,DTDC,In Transit
793,793,23-06-2025,,Delhivery,Pending
794,794,15-01-2023,,Ekart,Pending
795,795,15-10-2025,,Xpressbees,Delivered
796,796,08-06-2025,,Bluedart,Pending
797,797,04-12-2024,,Amazon Logistics,Delivered
798,798,12-08-2023,,Amazon Logistics,In Transit
799,799,27-10-2025,,Ekart,Pending
800,800,04-08-2023,,Delhivery,Delivered
801,801,16-11-2023,,Amazon Logistics,Delivered
802,802,24-03-2025,,Ekart,Delivered
803,803,30-10-2024,03-11-2024,DTDC,Returned
804,804,06-07-2024,,Ekart,Pending
805,805,14-09-2024,,India Post,In Transit
806,806,16-11-2024,,Xpressbees,Pending
807,807,26-09-2024,02-10-2024,Bluedart,Returned
808,808,06-05-2025,,India Post,Delivered
809,809,20-04-2025,,India Post,Pending
810,810,16-07-2024,,DTDC,Delivered
811,811,11-06-2024,,Xpressbees,Delivered
812,812,,,,Cancelled
813,813,15-02-2024,,DTDC,Pending
814,814,16-07-2024,,Ekart,Delivered
815,815,28-11-2023,,Ekart,Pending
816,816,06-04-2023,,Bluedart,Delivered
817,817,28-07-2024,,Xpressbees,Delivered
818,818,,,,Cancelled
819,819,18-06-2025,,Xpressbees,Pending
820,820,08-10-2023,19-10-2023,Ekart,Returned
821,821,08-11-2023,,India Post,In Transit
822,822,17-02-2024,,DTDC,Delivered
823,823,05-11-2024,,India Post,In Transit
824,824,,,,Cancelled
825,825,12-01-2025,,Delhivery,Delivered
826,826,21-10-2024,,Amazon Logistics,Pending
827,827,12-01-2025,,Ekart,In Transit
828,828,09-06-2024,,Xpressbees,Delivered
829,829,24-04-2025,,Xpressbees,Pending
830,830,,,,Cancelled
831,831,,,,Cancelled
832,832,,,,Cancelled
833,833,21-05-2023,,Amazon Logistics,Delivered
834,834,22-08-2023,,Ekart,Delivered
835,835,20-08-2025,24-08-2025,DTDC,Returned
836,836,23-07-2024,,Amazon Logistics,Delivered
837,837,,,,Cancelled
838,838,20-07-2025,,Bluedart,Delivered
839,839,04-04-2025,12-04-2025,Bluedart,Returned
840,840,,,,Cancelled
841,841,28-05-2025,,Bluedart,Delivered
842,842,31-10-2024,,Delhivery,Delivered
843,843,31-12-2024,,India Post,Delivered
844,844,01-03-2024,,Ekart,Delivered
845,845,28-02-2023,,Xpressbees,Delivered
846,846,22-09-2023,,Ekart,Delivered
847,847,02-11-2024,,Ekart,Delivered
848,848,19-02-2024,24-02-2024,Xpressbees,Returned
849,849,,,,Cancelled
850,850,26-02-2023,,Ekart,Delivered
851,851,11-02-2025,,Ekart,Delivered
852,852,22-02-2025,,Amazon Logistics,Pending
853,853,01-04-2025,13-04-2025,India Post,Returned
854,854,16-09-2023,,Amazon Logistics,Delivered
855,855,05-12-2023,,Delhivery,Pending
856,856,05-01-2025,,Ekart,Delivered
857,857,,,,Cancelled
858,858,06-09-2025,,Ekart,Delivered
859,859,29-07-2025,10-08-2025,Ekart,Returned
860,860,,,,Cancelled
861,861,11-01-2025,25-01-2025,Bluedart,Returned
862,862,09-09-2024,18-09-2024,Xpressbees,Returned
863,863,,,,Cancelled
864,864,07-04-2023,,Delhivery,Delivered
865,865,20-01-2023,,India Post,Delivered
866,866,18-10-2023,,Amazon Logistics,Delivered
867,867,07-03-2024,20-03-2024,Delhivery,Returned
868,868,20-11-2023,,India Post,Delivered
869,869,,,,Cancelled
870,870,15-08-2023,,DTDC,Pending
871,871,,,,Cancelled
872,872,02-07-2024,,Delhivery,Delivered
873,873,15-11-2024,,Xpressbees,Delivered
874,874,25-10-2023,02-11-2023,DTDC,Returned
875,875,15-12-2025,,Amazon Logistics,Delivered
876,876,01-02-2023,,Amazon Logistics,Delivered
877,877,10-05-2025,,DTDC,Pending
878,878,11-08-2025,,Amazon Logistics,Pending
879,879,08-10-2023,,Ekart,Pending
880,880,,,,Cancelled
881,881,22-01-2025,,India Post,Pending
882,882,08-02-2024,,DTDC,Delivered
883,883,25-10-2023,,Amazon Logistics,Delivered
884,884,12-04-2025,,Bluedart,Delivered
885,885,31-05-2024,,India Post,Delivered
886,886,10-09-2024,,Ekart,In Transit
887,887,,,,Cancelled
888,888,30-10-2023,,Amazon Logistics,Delivered
889,889,15-02-2024,,DTDC,Delivered
890,890,16-03-2023,31-03-2023,Bluedart,Returned
891,891,27-10-2024,,Xpressbees,Pending
892,892,18-09-2025,30-09-2025,DTDC,Returned
893,893,18-07-2025,,DTDC,In Transit
894,894,,,,Cancelled
895,895,,,,Cancelled
896,896,29-09-2025,,Delhivery,Delivered
897,897,03-12-2024,,Amazon Logistics,Delivered
898,898,23-01-2025,,Amazon Logistics,Delivered
899,899,17-07-2023,,India Post,Delivered
900,900,07-09-2023,,Ekart,Delivered
901,901,16-12-2024,30-12-2024,Amazon Logistics,Returned
902,902,20-06-2023,01-07-2023,Amazon Logistics,Returned
903,903,17-11-2025,,Ekart,Delivered
904,904,08-02-2023,,India Post,Delivered
905,905,,,,Cancelled
906,906,,,,Cancelled
907,907,24-11-2023,,Ekart,Delivered
908,908,10-11-2023,17-11-2023,DTDC,Returned
909,909,20-02-2024,28-02-2024,Bluedart,Returned
910,910,04-09-2024,16-09-2024,Bluedart,Returned
911,911,04-09-2025,,DTDC,Delivered
912,912,07-09-2024,,Xpressbees,In Transit
913,913,04-10-2024,,Xpressbees,Delivered
914,914,06-05-2023,,Delhivery,Delivered
915,915,12-09-2025,22-09-2025,Ekart,Returned
916,916,25-11-2023,,Amazon Logistics,Delivered
917,917,26-05-2024,,Amazon Logistics,Delivered
918,918,24-07-2024,,Xpressbees,Delivered
919,919,11-11-2023,,Delhivery,Delivered
920,920,23-07-2024,,Bluedart,Delivered
921,921,03-12-2025,,Bluedart,Delivered
922,922,25-08-2025,,Bluedart,In Transit
923,923,17-09-2023,,India Post,Pending
924,924,15-11-2023,,Xpressbees,In Transit
925,925,27-03-2023,,Xpressbees,Delivered
926,926,16-08-2025,,Delhivery,Delivered
927,927,29-09-2025,,Bluedart,Delivered
928,928,05-07-2023,,Ekart,Pending
929,929,07-06-2025,,Amazon Logistics,Delivered
930,930,,,,Cancelled
931,931,14-05-2025,,Bluedart,Delivered
932,932,30-01-2023,,Ekart,Delivered
933,933,14-10-2025,27-10-2025,Xpressbees,Returned
934,934,01-07-2024,05-07-2024,Ekart,Returned
935,935,30-11-2025,,DTDC,Delivered
936,936,22-07-2023,,Ekart,Delivered
937,937,10-01-2025,,Ekart,Delivered
938,938,13-12-2024,,Xpressbees,Delivered
939,939,30-03-2025,,Delhivery,Delivered
940,940,11-01-2024,,India Post,Delivered
941,941,23-08-2024,,Ekart,Pending
942,942,,,,Cancelled
943,943,29-05-2024,,Amazon Logistics,Delivered
944,944,28-10-2024,,Delhivery,Delivered
945,945,05-03-2024,11-03-2024,Xpressbees,Returned
946,946,17-12-2024,,Amazon Logistics,Delivered
947,947,16-11-2024,,Bluedart,Delivered
948,948,13-10-2024,,Ekart,Delivered
949,949,12-04-2025,,India Post,Pending
950,950,21-01-2024,,Delhivery,In Transit
951,951,26-09-2025,,Ekart,Pending
952,952,,,,Cancelled
953,953,06-02-2023,,Delhivery,In Transit
954,954,06-11-2025,,Delhivery,Delivered
955,955,29-03-2025,,Ekart,Delivered
956,956,08-07-2023,,Delhivery,Delivered
957,957,30-11-2024,11-12-2024,Bluedart,Returned
958,958,01-10-2023,,DTDC,In Transit
959,959,22-06-2023,,Bluedart,Pending
960,960,30-03-2023,,DTDC,Delivered
961,961,16-07-2024,,Amazon Logistics,Delivered
962,962,26-03-2024,,Delhivery,Pending
963,963,21-03-2024,,DTDC,In Transit
964,964,19-05-2024,,Ekart,Pending
965,965,21-06-2025,,Delhivery,Delivered
966,966,25-04-2025,10-05-2025,Delhivery,Returned
967,967,04-03-2025,,Bluedart,In Transit
968,968,03-06-2025,,Delhivery,Delivered
969,969,18-10-2024,,Bluedart,Delivered
970,970,06-10-2023,,Xpressbees,Delivered
971,971,,,,Cancelled
972,972,06-08-2023,,Amazon Logistics,Delivered
973,973,15-08-2025,,India Post,Delivered
974,974,04-08-2025,12-08-2025,India Post,Returned
975,975,17-05-2023,,DTDC,Pending
976,976,03-05-2023,,Ekart,Delivered
977,977,13-05-2023,,DTDC,In Transit
978,978,04-06-2024,,Xpressbees,Pending
979,979,04-06-2025,,Delhivery,Delivered
980,980,18-07-2025,,Ekart,In Transit
981,981,08-11-2024,14-11-2024,Delhivery,Returned
982,982,,,,Cancelled
983,983,16-01-2023,,Delhivery,Delivered
984,984,28-05-2023,10-06-2023,Xpressbees,Returned
985,985,02-12-2023,,Xpressbees,Delivered
986,986,09-01-2024,,Delhivery,Delivered
987,987,11-11-2024,14-11-2024,Ekart,Returned
988,988,07-03-2025,,Xpressbees,Pending
989,989,15-10-2023,,Xpressbees,Delivered
990,990,01-10-2024,13-10-2024,India Post,Returned
991,991,05-06-2024,,Ekart,Delivered
992,992,21-06-2024,,Xpressbees,Delivered
993,993,24-12-2024,,Delhivery,Pending
994,994,16-07-2023,,Xpressbees,Delivered
995,995,07-05-2023,,India Post,Delivered
996,996,13-12-2023,,Ekart,Delivered
997,997,14-01-2023,,India Post,In Transit
998,998,27-02-2023,,Xpressbees,Delivered
999,999,24-01-2024,,DTDC,Delivered
1000,1000,,,,Cancelled
1001,1001,31-12-2023,,Ekart,Delivered
1002,1002,04-07-2025,,Xpressbees,Delivered
1003,1003,08-09-2023,,Ekart,Delivered
1004,1004,18-12-2024,,Delhivery,Delivered
1005,1005,25-07-2023,,Amazon Logistics,Delivered
1006,1006,26-11-2024,03-12-2024,Bluedart,Returned
1007,1007,11-07-2025,,Ekart,Delivered
1008,1008,24-11-2024,,India Post,Delivered
1009,1009,06-05-2024,17-05-2024,Bluedart,Returned
1010,1010,28-03-2023,,Amazon Logistics,Pending
1011,1011,,,,Cancelled
1012,1012,18-12-2025,21-12-2025,DTDC,Returned
1013,1013,18-02-2024,,Delhivery,Delivered
1014,1014,11-07-2025,16-07-2025,Ekart,Returned
1015,1015,08-04-2025,,Ekart,Delivered
1016,1016,03-10-2025,,India Post,Delivered
1017,1017,22-10-2024,25-10-2024,Bluedart,Returned
1018,1018,19-09-2024,,India Post,Delivered
1019,1019,17-12-2025,,Ekart,Delivered
1020,1020,,,,Cancelled
1021,1021,13-04-2023,,Delhivery,Delivered
1022,1022,,,,Cancelled
1023,1023,21-04-2023,,Amazon Logistics,Delivered
1024,1024,12-11-2025,,Delhivery,Delivered
1025,1025,26-07-2023,,DTDC,Delivered
1026,1026,22-10-2024,,Ekart,Pending
1027,1027,04-03-2024,14-03-2024,DTDC,Returned
1028,1028,02-03-2024,,DTDC,Delivered
1029,1029,10-05-2024,18-05-2024,Xpressbees,Returned
1030,1030,17-04-2024,,India Post,Delivered
1031,1031,20-11-2023,,DTDC,Delivered
1032,1032,15-06-2024,,Ekart,In Transit
1033,1033,29-02-2024,,Ekart,Delivered
1034,1034,02-05-2025,,Amazon Logistics,In Transit
1035,1035,27-01-2024,,Xpressbees,Delivered
1036,1036,25-03-2025,,Amazon Logistics,Delivered
1037,1037,05-04-2024,,DTDC,Delivered
1038,1038,25-11-2023,,Ekart,Delivered
1039,1039,02-11-2024,15-11-2024,Xpressbees,Returned
1040,1040,11-08-2024,,Amazon Logistics,In Transit
1041,1041,23-06-2024,05-07-2024,India Post,Returned
1042,1042,20-02-2024,,Xpressbees,Pending
1043,1043,18-02-2024,,India Post,Delivered
1044,1044,23-08-2025,,Xpressbees,Delivered
1045,1045,16-04-2024,,Amazon Logistics,Delivered
1046,1046,22-06-2023,03-07-2023,Xpressbees,Returned
1047,1047,31-01-2025,,Bluedart,Pending
1048,1048,30-03-2023,,India Post,Delivered
1049,1049,18-10-2024,,Ekart,Delivered
1050,1050,13-11-2023,,DTDC,Delivered
1051,1051,22-12-2024,,DTDC,Delivered
1052,1052,17-03-2025,,DTDC,In Transit
1053,1053,06-11-2025,,Delhivery,Delivered
1054,1054,05-02-2024,,Amazon Logistics,Delivered
1055,1055,22-06-2025,,Bluedart,In Transit
1056,1056,,,,Cancelled
1057,1057,01-05-2023,16-05-2023,Delhivery,Returned
1058,1058,27-11-2025,,India Post,Delivered
1059,1059,22-10-2024,,Amazon Logistics,Delivered
1060,1060,04-08-2023,09-08-2023,Delhivery,Returned
1061,1061,09-01-2023,,Amazon Logistics,Delivered
1062,1062,07-04-2024,,Xpressbees,Delivered
1063,1063,12-02-2023,15-02-2023,India Post,Returned
1064,1064,05-08-2024,,Ekart,Delivered
1065,1065,04-10-2025,,Xpressbees,Pending
1066,1066,,,,Cancelled
1067,1067,05-04-2024,,Bluedart,Delivered
1068,1068,,,,Cancelled
1069,1069,14-02-2023,,Xpressbees,Delivered
1070,1070,03-04-2023,,Delhivery,Delivered
1071,1071,08-04-2025,,Delhivery,Delivered
1072,1072,15-04-2025,,Ekart,Pending
1073,1073,16-07-2025,,Bluedart,Pending
1074,1074,19-01-2025,28-01-2025,Xpressbees,Returned
1075,1075,01-10-2023,,Amazon Logistics,Delivered
1076,1076,25-03-2024,,Delhivery,Delivered
1077,1077,19-01-2025,24-01-2025,Xpressbees,Returned
1078,1078,11-02-2025,21-02-2025,Amazon Logistics,Returned
1079,1079,20-10-2023,,Xpressbees,Pending
1080,1080,10-09-2024,,Bluedart,Delivered
1081,1081,25-03-2024,,Ekart,Delivered
1082,1082,03-03-2025,,Ekart,Delivered
1083,1083,30-06-2025,04-07-2025,Bluedart,Returned
1084,1084,24-12-2023,,Ekart,Delivered
1085,1085,07-04-2025,17-04-2025,Ekart,Returned
1086,1086,12-10-2024,,Amazon Logistics,Delivered
1087,1087,25-09-2025,,Delhivery,Delivered
1088,1088,21-07-2023,,India Post,Delivered
1089,1089,21-01-2023,,Ekart,Delivered
1090,1090,04-10-2024,,Delhivery,Delivered
1091,1091,,,,Cancelled
1092,1092,,,,Cancelled
1093,1093,28-12-2023,,India Post,Delivered
1094,1094,26-11-2023,09-12-2023,DTDC,Returned
1095,1095,02-09-2023,15-09-2023,Delhivery,Returned
1096,1096,26-11-2023,,Xpressbees,In Transit
1097,1097,30-05-2024,,Xpressbees,Pending
1098,1098,23-07-2023,06-08-2023,Xpressbees,Returned
1099,1099,29-08-2025,,Bluedart,Delivered
1100,1100,11-02-2023,,Bluedart,Delivered
1101,1101,,,,Cancelled
1102,1102,27-11-2024,,DTDC,Delivered
1103,1103,01-01-2024,,DTDC,In Transit
1104,1104,18-03-2025,,Delhivery,Delivered
1105,1105,,,,Cancelled
1106,1106,11-10-2025,16-10-2025,Delhivery,Returned
1107,1107,14-12-2023,,India Post,Delivered
1108,1108,21-11-2025,,Amazon Logistics,Delivered
1109,1109,01-10-2025,,Ekart,Delivered
1110,1110,07-05-2024,,Bluedart,Pending
1111,1111,07-06-2025,,Xpressbees,In Transit
1112,1112,31-07-2025,,India Post,Delivered
1113,1113,27-09-2023,,Bluedart,Delivered
1114,1114,12-09-2024,,Bluedart,Pending
1115,1115,20-02-2025,,Xpressbees,In Transit
1116,1116,09-02-2025,16-02-2025,Amazon Logistics,Returned
1117,1117,,,,Cancelled
1118,1118,23-06-2024,,Amazon Logistics,In Transit
1119,1119,05-07-2024,,DTDC,Delivered
1120,1120,18-10-2024,,Xpressbees,Delivered
1121,1121,25-09-2023,,Bluedart,Delivered
1122,1122,30-12-2023,,Xpressbees,Delivered
1123,1123,04-05-2024,,Xpressbees,Delivered
1124,1124,01-02-2023,,DTDC,Delivered
1125,1125,19-11-2023,,India Post,Delivered
1126,1126,09-09-2023,,India Post,Delivered
1127,1127,21-06-2023,,Bluedart,Delivered
1128,1128,09-01-2023,,Amazon Logistics,Delivered
1129,1129,,,,Cancelled
1130,1130,24-12-2025,,Bluedart,Delivered
1131,1131,15-10-2025,,Delhivery,In Transit
1132,1132,11-05-2023,,Xpressbees,Delivered
1133,1133,14-06-2023,,Amazon Logistics,In Transit
1134,1134,25-10-2023,,Amazon Logistics,Delivered
1135,1135,15-09-2023,,Xpressbees,Delivered
1136,1136,23-10-2024,26-10-2024,India Post,Returned
1137,1137,03-09-2024,,India Post,In Transit
1138,1138,,,,Cancelled
1139,1139,12-05-2024,,Bluedart,In Transit
1140,1140,31-07-2024,,Bluedart,Delivered
1141,1141,11-05-2023,,Delhivery,Delivered
1142,1142,31-05-2025,,India Post,Delivered
1143,1143,,,,Cancelled
1144,1144,20-05-2023,,Ekart,Pending
1145,1145,04-01-2025,,DTDC,Pending
1146,1146,10-09-2024,,India Post,Delivered
1147,1147,,,,Cancelled
1148,1148,,,,Cancelled
1149,1149,10-04-2025,,Ekart,Pending
1150,1150,13-11-2023,18-11-2023,Ekart,Returned
1151,1151,21-02-2023,28-02-2023,Delhivery,Returned
1152,1152,06-11-2023,,Amazon Logistics,Delivered
1153,1153,12-06-2025,,Delhivery,Delivered
1154,1154,25-03-2024,08-04-2024,Ekart,Returned
1155,1155,,,,Cancelled
1156,1156,14-02-2024,19-02-2024,Xpressbees,Returned
1157,1157,23-11-2023,,Ekart,In Transit
1158,1158,16-04-2024,,Delhivery,Pending
1159,1159,09-06-2025,,Ekart,Pending
1160,1160,04-05-2023,,India Post,Delivered
1161,1161,28-10-2024,,Amazon Logistics,In Transit
1162,1162,19-10-2023,,Amazon Logistics,Pending
1163,1163,24-03-2024,,DTDC,Delivered
1164,1164,27-09-2024,,Bluedart,In Transit
1165,1165,02-06-2025,,Xpressbees,Delivered
1166,1166,,,,Cancelled
1167,1167,24-09-2023,,Ekart,Pending
1168,1168,,,,Cancelled
1169,1169,,,,Cancelled
1170,1170,27-04-2024,,India Post,In Transit
1171,1171,29-11-2024,,Amazon Logistics,Delivered
1172,1172,23-10-2024,,Bluedart,Delivered
1173,1173,29-05-2024,,DTDC,Pending
1174,1174,13-02-2023,,Xpressbees,Delivered
1175,1175,,,,Cancelled
1176,1176,19-06-2023,,Delhivery,Pending
1177,1177,01-07-2024,06-07-2024,Ekart,Returned
1178,1178,,,,Cancelled
1179,1179,04-05-2023,,Bluedart,Delivered
1180,1180,08-01-2023,,India Post,Pending
1181,1181,28-10-2023,,Bluedart,Pending
1182,1182,10-10-2024,,DTDC,Delivered
1183,1183,08-09-2023,,DTDC,Delivered
1184,1184,09-12-2025,,Ekart,Delivered
1185,1185,12-02-2025,,Ekart,In Transit
1186,1186,21-06-2024,,Xpressbees,In Transit
1187,1187,26-02-2023,,Delhivery,Delivered
1188,1188,29-01-2025,,Amazon Logistics,Pending
1189,1189,26-02-2025,,Ekart,Pending
1190,1190,10-10-2024,,India Post,Pending
1191,1191,22-07-2024,,DTDC,Pending
1192,1192,11-08-2024,,Ekart,Delivered
1193,1193,26-10-2024,,DTDC,Delivered
1194,1194,01-11-2024,,India Post,Delivered
1195,1195,09-10-2024,,Amazon Logistics,Delivered
1196,1196,10-06-2025,,India Post,Delivered
1197,1197,,,,Cancelled
1198,1198,24-03-2023,,Bluedart,Delivered
1199,1199,18-10-2025,,DTDC,Delivered
1200,1200,11-11-2023,,DTDC,Delivered
1201,1201,,,,Cancelled
1202,1202,,,,Cancelled
1203,1203,25-05-2023,,Ekart,Delivered
1204,1204,13-12-2025,,Delhivery,Delivered
1205,1205,07-07-2023,,DTDC,Delivered
1206,1206,28-08-2023,,Xpressbees,Delivered
1207,1207,29-04-2023,,Delhivery,Delivered
1208,1208,11-09-2025,,India Post,Delivered
1209,1209,,,,Cancelled
1210,1210,26-10-2024,,Bluedart,Delivered
1211,1211,11-11-2025,,DTDC,Delivered
1212,1212,01-05-2025,,Delhivery,Delivered
1213,1213,18-02-2024,,Delhivery,Delivered
1214,1214,05-10-2025,,Amazon Logistics,Delivered
1215,1215,28-01-2025,01-02-2025,Bluedart,Returned
1216,1216,13-03-2024,,Bluedart,Delivered
1217,1217,,,,Cancelled
1218,1218,15-11-2025,,Ekart,Delivered
1219,1219,,,,Cancelled
1220,1220,18-06-2024,,Delhivery,In Transit
1221,1221,14-07-2025,19-07-2025,Bluedart,Returned
1222,1222,28-02-2024,,Ekart,Delivered
1223,1223,07-03-2025,,Xpressbees,Delivered
1224,1224,05-09-2024,,India Post,In Transit
1225,1225,12-01-2025,,India Post,Delivered
1226,1226,01-06-2024,,DTDC,Delivered
1227,1227,29-09-2024,,Xpressbees,Delivered
1228,1228,17-11-2024,25-11-2024,India Post,Returned
